"Firms","Date","Analyst_Company","Opinions","Price"
"10318","Generac Holdings Inc","07/10/23","Barclays Capital","Maintained Sell","$93"
"10319","Generac Holdings Inc","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10320","Generac Holdings Inc","06/01/23","UBS","Maintained Hold","$95"
"10321","Generac Holdings Inc","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10322","Generac Holdings Inc","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10323","Generac Holdings Inc","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10324","Generac Holdings Inc","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10325","Generac Holdings Inc","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10326","Generac Holdings Inc","04/06/23","Barclays Capital","Maintained Sell","$103"
"10327","Generac Holdings Inc","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10328","Generac Holdings Inc","03/22/23","Barclays Capital","Maintained Sell","$105"
"10329","Generac Holdings Inc","01/26/23","Mizuho","Maintained Hold","$120"
"10330","Generac Holdings Inc","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10331","Generac Holdings Inc","01/25/23","Barclays Capital","Maintained Sell","$122"
"10332","Generac Holdings Inc","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10333","Generac Holdings Inc","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10334","Generac Holdings Inc","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10335","Generac Holdings Inc","10/26/22","Mizuho","Maintained Hold","$130"
"10336","Generac Holdings Inc","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10337","Generac Holdings Inc","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10338","Generac Holdings Inc","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10339","Generac Holdings Inc","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10340","Generac Holdings Inc","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10341","Generac Holdings Inc","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10342","Generac Holdings Inc","10/03/22","Barclays Capital","Maintained Sell","$130"
"10343","Generac Holdings Inc","09/09/22","UBS","Upgraded to Hold","$126"
"10344","Generac Holdings Inc","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10345","Generac Holdings Inc","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10346","Generac Holdings Inc","07/27/22","Credit Suisse","Maintained Hold","$160"
"10347","Generac Holdings Inc","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10348","Generac Holdings Inc","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10349","Generac Holdings Inc","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10350","Generac Holdings Inc","07/27/22","Mizuho","Maintained Hold","$140"
"10351","General Dynamics Corp.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10352","General Dynamics Corp.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10353","General Dynamics Corp.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10354","General Dynamics Corp.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10355","General Dynamics Corp.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10356","General Dynamics Corp.","09/15/23","HSBC","Maintained Sell","$109"
"10357","General Dynamics Corp.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10358","General Dynamics Corp.","08/29/23","Mizuho","Maintained Hold","$120"
"10359","General Dynamics Corp.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10360","General Dynamics Corp.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10361","General Dynamics Corp.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10362","General Dynamics Corp.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10363","General Dynamics Corp.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10364","General Dynamics Corp.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10365","General Dynamics Corp.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10366","General Dynamics Corp.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10367","General Dynamics Corp.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10368","General Dynamics Corp.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10369","General Dynamics Corp.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10370","General Dynamics Corp.","06/01/23","UBS","Maintained Hold","$95"
"10371","General Dynamics Corp.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10372","General Dynamics Corp.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10373","General Dynamics Corp.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10374","General Dynamics Corp.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10375","General Dynamics Corp.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10376","General Dynamics Corp.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10377","General Dynamics Corp.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10378","General Dynamics Corp.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10379","General Dynamics Corp.","01/26/23","Mizuho","Maintained Hold","$120"
"10380","General Dynamics Corp.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10381","General Dynamics Corp.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10382","General Dynamics Corp.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10383","General Dynamics Corp.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10384","General Dynamics Corp.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10385","General Dynamics Corp.","10/26/22","Mizuho","Maintained Hold","$130"
"10386","General Dynamics Corp.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10387","General Dynamics Corp.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10388","General Dynamics Corp.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10389","General Dynamics Corp.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10390","General Dynamics Corp.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10391","General Dynamics Corp.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10392","General Dynamics Corp.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10393","General Dynamics Corp.","09/09/22","UBS","Upgraded to Hold","$126"
"10394","General Dynamics Corp.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10395","General Dynamics Corp.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10396","General Dynamics Corp.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10397","General Dynamics Corp.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10398","General Dynamics Corp.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10399","General Dynamics Corp.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10400","General Dynamics Corp.","07/27/22","Mizuho","Maintained Hold","$140"
"10401","General Electric","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10402","General Electric","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10403","General Electric","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10404","General Electric","10/25/23","Barclays Capital","Maintained Sell","$98"
"10405","General Electric","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10406","General Electric","09/15/23","HSBC","Maintained Sell","$109"
"10407","General Electric","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10408","General Electric","08/29/23","Mizuho","Maintained Hold","$120"
"10409","General Electric","08/29/23","Wolfe Research","Upgraded to Hold",""
"10410","General Electric","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10411","General Electric","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10412","General Electric","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10413","General Electric","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10414","General Electric","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10415","General Electric","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10416","General Electric","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10417","General Electric","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10418","General Electric","07/10/23","Barclays Capital","Maintained Sell","$93"
"10419","General Electric","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10420","General Electric","06/01/23","UBS","Maintained Hold","$95"
"10421","General Electric","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10422","General Electric","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10423","General Electric","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10424","General Electric","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10425","General Electric","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10426","General Electric","04/06/23","Barclays Capital","Maintained Sell","$103"
"10427","General Electric","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10428","General Electric","03/22/23","Barclays Capital","Maintained Sell","$105"
"10429","General Electric","01/26/23","Mizuho","Maintained Hold","$120"
"10430","General Electric","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10431","General Electric","01/25/23","Barclays Capital","Maintained Sell","$122"
"10432","General Electric","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10433","General Electric","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10434","General Electric","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10435","General Electric","10/26/22","Mizuho","Maintained Hold","$130"
"10436","General Electric","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10437","General Electric","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10438","General Electric","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10439","General Electric","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10440","General Electric","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10441","General Electric","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10442","General Electric","10/03/22","Barclays Capital","Maintained Sell","$130"
"10443","General Electric","09/09/22","UBS","Upgraded to Hold","$126"
"10444","General Electric","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10445","General Electric","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10446","General Electric","07/27/22","Credit Suisse","Maintained Hold","$160"
"10447","General Electric","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10448","General Electric","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10449","General Electric","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10450","General Electric","07/27/22","Mizuho","Maintained Hold","$140"
"10451","General Mills Inc.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10452","General Mills Inc.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10453","General Mills Inc.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10454","General Mills Inc.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10455","General Mills Inc.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10456","General Mills Inc.","09/15/23","HSBC","Maintained Sell","$109"
"10457","General Mills Inc.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10458","General Mills Inc.","08/29/23","Mizuho","Maintained Hold","$120"
"10459","General Mills Inc.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10460","General Mills Inc.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10461","General Mills Inc.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10462","General Mills Inc.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10463","General Mills Inc.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10464","General Mills Inc.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10465","General Mills Inc.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10466","General Mills Inc.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10467","General Mills Inc.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10468","General Mills Inc.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10469","General Mills Inc.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10470","General Mills Inc.","06/01/23","UBS","Maintained Hold","$95"
"10471","General Mills Inc.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10472","General Mills Inc.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10473","General Mills Inc.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10474","General Mills Inc.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10475","General Mills Inc.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10476","General Mills Inc.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10477","General Mills Inc.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10478","General Mills Inc.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10479","General Mills Inc.","01/26/23","Mizuho","Maintained Hold","$120"
"10480","General Mills Inc.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10481","General Mills Inc.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10482","General Mills Inc.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10483","General Mills Inc.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10484","General Mills Inc.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10485","General Mills Inc.","10/26/22","Mizuho","Maintained Hold","$130"
"10486","General Mills Inc.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10487","General Mills Inc.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10488","General Mills Inc.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10489","General Mills Inc.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10490","General Mills Inc.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10491","General Mills Inc.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10492","General Mills Inc.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10493","General Mills Inc.","09/09/22","UBS","Upgraded to Hold","$126"
"10494","General Mills Inc.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10495","General Mills Inc.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10496","General Mills Inc.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10497","General Mills Inc.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10498","General Mills Inc.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10499","General Mills Inc.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10500","General Mills Inc.","07/27/22","Mizuho","Maintained Hold","$140"
"10501","General Motors","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10502","General Motors","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10503","General Motors","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10504","General Motors","10/25/23","Barclays Capital","Maintained Sell","$98"
"10505","General Motors","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10506","General Motors","09/15/23","HSBC","Maintained Sell","$109"
"10507","General Motors","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10508","General Motors","08/29/23","Mizuho","Maintained Hold","$120"
"10509","General Motors","08/29/23","Wolfe Research","Upgraded to Hold",""
"10510","General Motors","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10511","General Motors","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10512","General Motors","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10513","General Motors","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10514","General Motors","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10515","General Motors","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10516","General Motors","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10517","General Motors","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10518","General Motors","07/10/23","Barclays Capital","Maintained Sell","$93"
"10519","General Motors","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10520","General Motors","06/01/23","UBS","Maintained Hold","$95"
"10521","General Motors","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10522","General Motors","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10523","General Motors","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10524","General Motors","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10525","General Motors","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10526","General Motors","04/06/23","Barclays Capital","Maintained Sell","$103"
"10527","General Motors","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10528","General Motors","03/22/23","Barclays Capital","Maintained Sell","$105"
"10529","General Motors","01/26/23","Mizuho","Maintained Hold","$120"
"10530","General Motors","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10531","General Motors","01/25/23","Barclays Capital","Maintained Sell","$122"
"10532","General Motors","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10533","General Motors","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10534","General Motors","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10535","General Motors","10/26/22","Mizuho","Maintained Hold","$130"
"10536","General Motors","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10537","General Motors","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10538","General Motors","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10539","General Motors","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10540","General Motors","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10541","General Motors","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10542","General Motors","10/03/22","Barclays Capital","Maintained Sell","$130"
"10543","General Motors","09/09/22","UBS","Upgraded to Hold","$126"
"10544","General Motors","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10545","General Motors","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10546","General Motors","07/27/22","Credit Suisse","Maintained Hold","$160"
"10547","General Motors","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10548","General Motors","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10549","General Motors","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10550","General Motors","07/27/22","Mizuho","Maintained Hold","$140"
"10551","Genuine Parts Co.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10552","Genuine Parts Co.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10553","Genuine Parts Co.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10554","Genuine Parts Co.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10555","Genuine Parts Co.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10556","Genuine Parts Co.","09/15/23","HSBC","Maintained Sell","$109"
"10557","Genuine Parts Co.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10558","Genuine Parts Co.","08/29/23","Mizuho","Maintained Hold","$120"
"10559","Genuine Parts Co.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10560","Genuine Parts Co.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10561","Genuine Parts Co.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10562","Genuine Parts Co.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10563","Genuine Parts Co.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10564","Genuine Parts Co.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10565","Genuine Parts Co.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10566","Genuine Parts Co.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10567","Genuine Parts Co.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10568","Genuine Parts Co.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10569","Genuine Parts Co.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10570","Genuine Parts Co.","06/01/23","UBS","Maintained Hold","$95"
"10571","Genuine Parts Co.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10572","Genuine Parts Co.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10573","Genuine Parts Co.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10574","Genuine Parts Co.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10575","Genuine Parts Co.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10576","Genuine Parts Co.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10577","Genuine Parts Co.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10578","Genuine Parts Co.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10579","Genuine Parts Co.","01/26/23","Mizuho","Maintained Hold","$120"
"10580","Genuine Parts Co.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10581","Genuine Parts Co.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10582","Genuine Parts Co.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10583","Genuine Parts Co.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10584","Genuine Parts Co.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10585","Genuine Parts Co.","10/26/22","Mizuho","Maintained Hold","$130"
"10586","Genuine Parts Co.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10587","Genuine Parts Co.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10588","Genuine Parts Co.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10589","Genuine Parts Co.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10590","Genuine Parts Co.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10591","Genuine Parts Co.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10592","Genuine Parts Co.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10593","Genuine Parts Co.","09/09/22","UBS","Upgraded to Hold","$126"
"10594","Genuine Parts Co.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10595","Genuine Parts Co.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10596","Genuine Parts Co.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10597","Genuine Parts Co.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10598","Genuine Parts Co.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10599","Genuine Parts Co.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10600","Genuine Parts Co.","07/27/22","Mizuho","Maintained Hold","$140"
"10601","Gilead Sciences Inc.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10602","Gilead Sciences Inc.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10603","Gilead Sciences Inc.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10604","Gilead Sciences Inc.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10605","Gilead Sciences Inc.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10606","Gilead Sciences Inc.","09/15/23","HSBC","Maintained Sell","$109"
"10607","Gilead Sciences Inc.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10608","Gilead Sciences Inc.","08/29/23","Mizuho","Maintained Hold","$120"
"10609","Gilead Sciences Inc.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10610","Gilead Sciences Inc.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10611","Gilead Sciences Inc.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10612","Gilead Sciences Inc.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10613","Gilead Sciences Inc.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10614","Gilead Sciences Inc.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10615","Gilead Sciences Inc.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10616","Gilead Sciences Inc.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10617","Gilead Sciences Inc.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10618","Gilead Sciences Inc.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10619","Gilead Sciences Inc.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10620","Gilead Sciences Inc.","06/01/23","UBS","Maintained Hold","$95"
"10621","Gilead Sciences Inc.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10622","Gilead Sciences Inc.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10623","Gilead Sciences Inc.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10624","Gilead Sciences Inc.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10625","Gilead Sciences Inc.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10626","Gilead Sciences Inc.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10627","Gilead Sciences Inc.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10628","Gilead Sciences Inc.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10629","Gilead Sciences Inc.","01/26/23","Mizuho","Maintained Hold","$120"
"10630","Gilead Sciences Inc.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10631","Gilead Sciences Inc.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10632","Gilead Sciences Inc.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10633","Gilead Sciences Inc.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10634","Gilead Sciences Inc.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10635","Gilead Sciences Inc.","10/26/22","Mizuho","Maintained Hold","$130"
"10636","Gilead Sciences Inc.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10637","Gilead Sciences Inc.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10638","Gilead Sciences Inc.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10639","Gilead Sciences Inc.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10640","Gilead Sciences Inc.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10641","Gilead Sciences Inc.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10642","Gilead Sciences Inc.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10643","Gilead Sciences Inc.","09/09/22","UBS","Upgraded to Hold","$126"
"10644","Gilead Sciences Inc.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10645","Gilead Sciences Inc.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10646","Gilead Sciences Inc.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10647","Gilead Sciences Inc.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10648","Gilead Sciences Inc.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10649","Gilead Sciences Inc.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10650","Gilead Sciences Inc.","07/27/22","Mizuho","Maintained Hold","$140"
"10651","Global Payments Inc.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10652","Global Payments Inc.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10653","Global Payments Inc.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10654","Global Payments Inc.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10655","Global Payments Inc.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10656","Global Payments Inc.","09/15/23","HSBC","Maintained Sell","$109"
"10657","Global Payments Inc.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10658","Global Payments Inc.","08/29/23","Mizuho","Maintained Hold","$120"
"10659","Global Payments Inc.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10660","Global Payments Inc.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10661","Global Payments Inc.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10662","Global Payments Inc.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10663","Global Payments Inc.","07/14/23","Morgan Stanley","Maintained Sell","$100"
